"1595116800000","0.00017300","0.00016840","0.00017880","0.00016840"
"1595203200000","0.00016880","0.00017740","0.00019000","0.00016840"
"1595289600000","0.00017740","0.00017570","0.00018820","0.00017380"
"1595376000000","0.00017570","0.00018190","0.00018790","0.00017460"
"1595462400000","0.00018150","0.00017570","0.00018520","0.00017310"
"1595548800000","0.00017570","0.00017000","0.00017660","0.00016920"
"1595635200000","0.00017000","0.00016940","0.00017350","0.00016830"
"1595721600000","0.00016940","0.00016370","0.00017220","0.00016210"
"1595808000000","0.00016370","0.00014300","0.00016380","0.00013640"
"1595894400000","0.00014220","0.00014490","0.00014730","0.00013930"
"1595980800000","0.00014490","0.00014220","0.00014780","0.00014060"
"1596067200000","0.00014220","0.00014310","0.00014420","0.00014140"
"1596153600000","0.00014320","0.00013940","0.00014540","0.00013930"
"1596240000000","0.00013960","0.00014030","0.00014400","0.00013710"
"1596326400000","0.00014030","0.00014340","0.00014590","0.00013230"
"1596412800000","0.00014320","0.00013990","0.00014350","0.00013860"
"1596499200000","0.00013970","0.00014210","0.00014230","0.00013890"
"1596585600000","0.00014190","0.00013550","0.00014500","0.00013500"
"1596672000000","0.00013560","0.00013640","0.00013720","0.00013360"
"1596758400000","0.00013660","0.00013490","0.00013820","0.00013350"
"1596844800000","0.00013520","0.00013610","0.00013680","0.00013380"
"1596931200000","0.00013640","0.00014650","0.00014730","0.00013480"
"1597017600000","0.00014650","0.00015100","0.00015510","0.00013960"
"1597104000000","0.00015130","0.00014560","0.00015130","0.00014210"
"1597190400000","0.00014560","0.00014680","0.00014750","0.00014110"
"1597276800000","0.00014680","0.00015580","0.00016630","0.00014410"
"1597363200000","0.00015590","0.00017230","0.00017840","0.00015280"
"1597449600000","0.00017230","0.00016320","0.00017340","0.00015860"
"1597536000000","0.00016320","0.00023470","0.00026890","0.00015980"
"1597622400000","0.00023460","0.00022020","0.00027890","0.00021720"
"1597708800000","0.00022020","0.00022530","0.00023720","0.00020460"
"1597795200000","0.00022560","0.00028740","0.00029300","0.00022560"
"1597881600000","0.00028710","0.00047970","0.00050330","0.00027730"
"1597968000000","0.00048040","0.00054170","0.00083000","0.00047780"
"1598054400000","0.00054030","0.00052670","0.00056090","0.00045990"
"1598140800000","0.00052640","0.00055030","0.00062570","0.00051420"
"1598227200000","0.00055030","0.00049750","0.00055300","0.00048900"
"1598313600000","0.00049740","0.00045460","0.00050540","0.00042370"
"1598400000000","0.00045490","0.00047950","0.00050840","0.00043430"
"1598486400000","0.00047950","0.00044210","0.00047960","0.00043760"
"1598572800000","0.00044370","0.00047020","0.00047520","0.00043070"
"1598659200000","0.00047020","0.00044470","0.00047340","0.00044140"
"1598745600000","0.00044500","0.00046800","0.00050000","0.00043580"
"1598832000000","0.00046900","0.00043960","0.00047820","0.00043840"
"1598918400000","0.00043880","0.00041880","0.00044270","0.00040980"
"1599004800000","0.00041910","0.00038460","0.00044030","0.00035640"
"1599091200000","0.00038460","0.00034690","0.00038880","0.00033320"
"1599177600000","0.00034780","0.00040510","0.00043150","0.00032500"
"1599264000000","0.00040580","0.00037010","0.00042940","0.00034490"
"1599350400000","0.00036950","0.00038250","0.00039760","0.00033720"
"1599436800000","0.00038260","0.00034710","0.00038530","0.00033400"
"1599523200000","0.00034710","0.00034940","0.00036990","0.00034100"
"1599609600000","0.00034890","0.00037630","0.00038060","0.00034360"
"1599696000000","0.00037630","0.00037100","0.00038940","0.00036300"
"1599782400000","0.00037120","0.00037040","0.00037670","0.00035660"
"1599868800000","0.00036950","0.00039370","0.00040200","0.00036460"
"1599955200000","0.00039450","0.00037120","0.00039500","0.00035860"
"1600041600000","0.00037120","0.00035990","0.00037420","0.00035610"
"1600128000000","0.00035980","0.00032210","0.00036120","0.00032040"
"1600214400000","0.00032190","0.00031190","0.00032560","0.00030820"
"1600300800000","0.00031190","0.00030030","0.00032240","0.00029470"
"1600387200000","0.00029970","0.00027680","0.00031250","0.00027000"
